33971375 0
      1 0.000206313
      1 0.000207297
      1 0.000209118
      1 0.00021097
      1 0.000218675
      1 0.000248447
      1 0.000249066
      1 0.000322685
      1 0.000333778
      1 0.000337952
      1 0.00034626
      1 0.000355114
      1 0.000358423
      1 0.000368189
      1 0.000372856
      1 0.000413052
      1 0.000413565
      1 0.000414594
      1 0.000498256
      1 0.000498629
      1 0.000511509
      1 0.000521921
      1 0.000526039
      1 0.000535045
      1 0.000538213
      1 0.000570125
      1 0.000570451
      1 0.000582411
      1 0.000583942
      1 0.000606061
      1 0.000608643
      1 0.000610128
      1 0.000613497
      1 0.000618047
      1 0.00062435
      1 0.000626174
      1 0.000627353
      1 0.000632311
      1 0.000633714
      1 0.000658328
      1 0.00066357
      1 0.000678196
      1 0.000697837
      1 0.000702001
      1 0.00070373
      1 0.000704722
      1 0.000706215
      1 0.000706714
      1 0.00071048
      1 0.000714286
      1 0.000723589
      1 0.000725689
      1 0.000727802
      1 0.000734754
      1 0.000744602
      1 0.000755002
      1 0.000775795
      1 0.000788644
      1 0.000812348
      1 0.000814996
      1 0.000818331
      1 0.000819001
      1 0.000820345
      1 0.000823723
      1 0.000825083
      1 0.000826446
      2 0.000829876
      1 0.000831947
      1 0.000834725
      1 0.00083682
      1 0.000838926
      1 0.00084016
      1 0.000841043
      1 0.000841751
      2 0.000843882
      1 0.000846024
      1 0.000848896
      1 0.000854701
      1 0.000859845
      1 0.000864304
      1 0.000874891
      1 0.000876424
      1 0.000877193
      1 0.000883392
      1 0.000899281
      1 0.000904159
      1 0.000904977
      1 0.000912409
      1 0.000919118
      1 0.00092081
      1 0.000921659
      1 0.000927644
      1 0.000931966
      2 0.000938967
      1 0.000940734
      1 0.00094697
      1 0.000947867
      1 0.000949668
      2 0.000951475
      1 0.000960615
      1 0.000963391
      1 0.000965251
      1 0.000966184
      1 0.000967118
      1 0.000969932
      1 0.000992063
      1 0.000997009
      1 0.001002
      1 0.00101574
      1 0.00102041
      2 0.00102881
      1 0.00103093
      1 0.00104058
      1 0.00104275
      1 0.00105152
      1 0.00105708
      1 0.00105932
      1 0.00106213
      1 0.0010627
      1 0.00106383
      1 0.0010661
      1 0.001068
      1 0.00107181
      1 0.00107354
      1 0.00107411
      1 0.00109051
      1 0.0010925
      1 0.00109529
      1 0.00110619
      1 0.00110742
      1 0.00110988
      1 0.00111111
      1 0.00111732
      1 0.00111982
      1 0.00112676
      1 0.00113122
      1 0.00113314
      1 0.00114679
      1 0.00115875
      1 0.00116279
      1 0.00116414
      1 0.00116754
      1 0.00117096
      1 0.00118064
      1 0.00118203
      1 0.00118297
      1 0.0011839
      2 0.00118765
      1 0.00119048
      1 0.00119403
      2 0.00119617
      1 0.00119904
      3 0.00120048
      1 0.00120228
      1 0.00120919
      2 0.00121065
      1 0.00121507
      2 0.00121655
      1 0.00121803
      1 0.00122249
      1 0.00122474
      1 0.00122549
      1 0.00123457
      2 0.00123609
      2 0.00123762
      1 0.00124069
      1 0.00124378
      1 0.00124844
      1 0.00125865
      1 0.00126263
      1 0.00126342
      1 0.00126422
      2 0.00126743
      1 0.00127065
      1 0.00127146
      1 0.00127226
      1 0.00127389
      1 0.00128205
      1 0.00128535
      1 0.00128866
      1 0.00129032
      1 0.00129199
      1 0.00129534
      1 0.00129702
      2 0.00130208
      1 0.00130344
      1 0.00130378
      1 0.00130976
      2 0.00131062
      1 0.00131406
      2 0.00131752
      2 0.00132275
      1 0.0013245
      1 0.00133156
      1 0.00133333
      2 0.00133511
      2 0.0013369
      2 0.00133869
      2 0.00134048
      1 0.00134273
      1 0.00134409
      1 0.0013459
      2 0.00134771
      1 0.00134862
      1 0.00134953
      1 0.00135318
      1 0.00135501
      2 0.00135685
      1 0.0013587
      1 0.00136054
      1 0.0013624
      2 0.00136333
      3 0.00136426
      3 0.00136612
      1 0.00136799
      2 0.00137174
      1 0.00137741
      3 0.00138122
      1 0.00138217
      2 0.00138313
      1 0.00138696
      1 0.00138841
      1 0.00138889
      1 0.00139082
      2 0.00140056
      1 0.00140252
      1 0.00141044
      1 0.00141243
      2 0.00141443
      1 0.00141643
      2 0.00142045
      2 0.00142857
      1 0.00143266
      1 0.00143472
      1 0.00144092
      2 0.001443
      2 0.00144718
      1 0.00144928
      2 0.00145138
      1 0.00145349
      1 0.00145773
      2 0.00146413
      1 0.00146628
      1 0.00146735
      3 0.00147275
      1 0.00147493
      1 0.0014771
      2 0.00147929
      1 0.00148368
      1 0.00148588
      1 0.00148699
      1 0.0014881
      1 0.00149477
      1 0.00149925
      1 0.00150038
      1 0.0015015
      3 0.0015083
      3 0.00151057
      3 0.00151286
      2 0.00151745
      1 0.0015186
      3 0.00152439
      2 0.00152672
      1 0.00153139
      1 0.00153374
      3 0.0015361
      2 0.00153846
      1 0.00154083
      1 0.00154321
      1 0.0015456
      1 0.00154799
      1 0.00155039
      1 0.0015528
      1 0.00155521
      1 0.00155763
      1 0.00156006
      1 0.00156331
      2 0.00156495
      1 0.0015674
      2 0.0015748
      3 0.00157978
      1 0.00158228
      2 0.00158479
      3 0.00158983
      1 0.0015949
      3 0.00159744
      1 0.00159872
      2 0.0016
      2 0.00160256
      1 0.00160514
      2 0.00160772
      4 0.00161031
      2 0.0016129
      4 0.00161551
      2 0.00161812
      5 0.00162075
      2 0.00162602
      2 0.00162866
      1 0.00163132
      1 0.00163399
      4 0.00163666
      2 0.00163934
      1 0.00164204
      1 0.00164474
      3 0.00164745
      3 0.00165017
      1 0.00165153
      2 0.00165289
      2 0.00165563
      2 0.00165837
      1 0.00165975
      3 0.00166113
      1 0.00166389
      3 0.00166667
      2 0.00166945
      5 0.00167224
      1 0.00167504
      3 0.00167785
      3 0.00168067
      1 0.00168209
      4 0.0016835
      5 0.00168634
      1 0.00168805
      4 0.00168919
      2 0.00169062
      7 0.00169205
      4 0.00169492
      1 0.00169635
      4 0.00169779
      1 0.00169924
      6 0.00170068
      2 0.00170261
      4 0.00170358
      4 0.00170648
      5 0.0017094
      3 0.00171233
      3 0.00171527
      1 0.00171674
      5 0.00171821
      4 0.00172117
      2 0.00172414
      5 0.00172712
      1 0.00172861
      2 0.0017301
      1 0.0017316
      5 0.0017331
      1 0.00173461
      1 0.00173611
      1 0.00173762
      3 0.00173913
     11 0.00174216
      4 0.0017452
      7 0.00174825
      3 0.00175131
      4 0.00175439
      3 0.00176056
      3 0.00176367
      1 0.00176523
      9 0.00176678
      4 0.00176991
      4 0.00177305
      2 0.0017762
      9 0.00177936
      3 0.00178253
      5 0.00178571
      6 0.00178891
      1 0.00179051
     11 0.00179211
      1 0.00179372
      6 0.00179533
      2 0.00179856
      3 0.0018018
      6 0.00180505
      7 0.00180832
     10 0.00181159
      4 0.00181488
     11 0.00181818
      5 0.00182149
      2 0.00182482
      4 0.00182815
     12 0.0018315
     11 0.00183486
      5 0.00183824
      1 0.00183993
      1 0.00184049
      6 0.00184162
      1 0.00184275
      5 0.00184502
      2 0.00184672
      3 0.00184843
      2 0.00185014
      5 0.00185185
      1 0.00185357
      5 0.00185529
      6 0.00185874
      4 0.0018622
      9 0.00186567
      1 0.00186741
      7 0.00186916
      9 0.00187266
      8 0.00187617
      5 0.0018797
      1 0.00188111
